woman dressed in a blue jacket and blue jeans rides a brown horse near a frozen lake and snow-covered mountain .,6
girl in an orange tank top is walking her bike through the forrest .,6
woman wearing a blue dress is drawing a picture of a boy and a girl on the sidewalk with sidewalk chalk .,2
woman in a blue dress stands with a chalk portrait of two children playing by a stream .,2
man wearing an Illinois t-shirt is looking at a camera while a girl is aiming her foot at his face and another man is making an odd face in the background .,0
dog looking at the camera in snow .,5
man in a white shirt is outside leaning against a rail with hats hanging beside him .,5
man in a white t-shirt standing beside a rack of colorful hats .,9
young Asian boy sits on a railing behind a row of colorful hats,9
man is standing next to a rack with hats hanging on it .,9
young boy sits by an outdoor stand displaying hats .,5
young boy with his foot outstretched aims a toy at the camera in front of a fireplace .,5
little boy in orange shorts playing with a toy .,9
with toy gun pointed at the camera .,7
girl in a polka dotted blue jean dress walks barefoot on a balance beam .,5
girl in a jean dress is walking along a raised balance beam .,5
small girl in a dress blows bubbles in a grassy field .,5
people on ATVs in a brown field turn their heads to look at the camera .,2
person is riding an orange ATV in a large empty field .,5
person dressed in a tan jacket jumps a quad over a harvested cornfield in front of a small out building .,0
sisters hugging while visiting a Farm and looking into the camera .,5
are two men in orange life vests signaling to a cruise ship docking at a pier .,6
men in orange and blue safety gear stand on the dock guiding a boat inward .,2
men are riding on an elephant with a shack in the background and two of them are wearing hats .,3
boy in yellow glasses and red-haired girl pose for the camera .,9
man is eating alone at a table near another table where a man and woman are seated .,6
man is eating alone at a table near another table where a man and woman are seated .,6
are sitting at a table and eating beside a green and white wall .,2
dressed as Native Americans sit in the park with their school bags on the ground .,7
woman standing with 3 other people in a store with two tables , some shelves with coffee and tea for sale , and a refrigerated drink case .,0
woman in a hat waits to be served at a store .,2
young girl is looking through an old fashioned video camera .,0
little girl is holding a cine camera in front of her face .,3
young girl steadies her aim with a camera,9
is a woman and man wearing orange shirts , playing instruments with sheet paper in front of them .,7
woman scantily dressed in handsome homemade-looking clothing sits on a wooden step and reads Brazilian author Coelho .,9
man dressed in a funky outfit is playing guitar .,6
store employee , dressed in a red apron & a baseball cap , sits on a ledge in front of the store .,3
in black hat teaching another man tennis on a fenced in tennis court .,2
kid wearing a Gap hat looks into the camera with a funny face and ice cream cone in his hand while a woman looks on from behind him .,0
kid wearing a Gap hat looks into the camera with a funny face and ice cream cone in his hand while a woman looks on from behind him .,0
woman sits with a boy in an orange hat with a cookie in his hand as he makes a funny face .,9
woman sits with a boy in an orange hat with a cookie in his hand as he makes a funny face .,9
child finishing an ice cream cone mugs for the camera .,9
boy in a Gap hat is making a silly face .,5
man in a hat , yellow shirt and dress slacks playing in the sand with a young boy .,6
man in a hat , yellow shirt and dress slacks playing in the sand with a young boy .,6
man wearing a hat and a small boy in a bathing suit playing in the sand .,2
person in a hat is playing with a boy on a beach .,7
man and two women are playing a board game at a wooden table while drinking alcohol .,9
people around a table playing a board game and drinking beer .,9
people are sitting around a table playing a game .,0
man with a hat walks along train tracks .,6
gu , wearing blue gloves and a brown vest , with a large camera pointed toward a Conquest trailer with a solar cell at his feet .,0
man under the black hood of a camera , standing close to vehicles and an RV .,3
man in red pants jumping on a park table .,2
dog with its mouth open running through a field torwards the camera .,9
man dressed in white walks a yellow rope on the ground that is attached to the handlebars of a bicycle .,5
with reflective safety jackets on are working on a street intersection with many orange reflective cones .,2
wearing orange safety vest are working on street repairs .,6
group of men in orange safety vests are working .,6
construction worker standing on the roof of a house wearing an orange vest with a yellow hard hat .,5
construction worker standing on the roof of a house wearing an orange vest with a yellow hard hat .,5
man wearing a yellow hat and orange shirt with palm trees around .,9
man wearing a yellow hat and orange shirt with palm trees around .,9
man in an orange vest standing atop a building .,6
young girl smiles for the camera while holding a large trophy .,2
little toddler dressed in white is smiling while a lady helps him wave a flag .,5
old man wearing slippers , navy blue pants and a white hat while reclining in a chair outside .,0
people , including a couple in a wedding dress and suit , are walking or standing around a building with lots of stairs .,0
woman in an orange top and black sweatpants jumps up with her arms out in front of the ocean on the beach .,2
woman in an orange shirt is taking part in physical activity on the beach .,7
woman and two girls dressed in pink .,9
girl wearing a colorful hat sits on a woven mat .,5
woman in a red hat sits on a rug .,9
young women pose for the camera at a parade .,6
child with large black coat , multicolored scarf , and knit hat standing in front of a window .,0
boy wearing a multicolored scarf and hat has a sad look on his face as he is looking down .,3
boy is dressed for cold weather .,2
waiting to enter a white building through an entry way with an orange handwritten sign to the left of it .,9
group of cheerleaders cheering on the street , dressed in red and white .,9
boy dressed in soccer attire and holding his shoes getting out of a car .,7
group of people gather in a bar , and one man in a black shirt holds his arm and signals to the camera .,2
woman in a white and tan striped dress sits in the lap of a man with a tan collared shirt .,9
man and women are posing for the camera and looking very happy together .,9
smiling woman holds a person dressed in a pig costume .,7
little girl , with long blond-hair and wearing a dress , looking at her refection in a puddle .,3
young girl in a dress is looking at her reflection in a river bed .,3
little girl wearing a green dress is standing in front of puddle .,3
person wearing a short-sleeved light blue shirt over a long-sleeved white shirt and blue jeans is holding a long-lensed camera to his face while standing next to a red colored railroad car .,0
young man standing in front of a red freight car holding a camera and taking a photo .,2
photographing red railroad car with large camera lens .,3
with camera standing beside a train .,5
woman wearing a white hat and shirt is jogging down a street with a plant store on the corner .,7
person wearing a hat cleaning a statute .,2
man in a hat is sitting next to a little boy and next to a metal bucket .,9
men with baseball caps and logo t-shirts laughing together at a table .,9
men in white shirts and baseball caps sitting around a table .,2
men in white T-shirts , blue jeans , and hats talking .,6
group of friends converse around a table .,2
group of friends talk around a table .,2
little baby dressed in green and yellow wearing a bib cries .,0
man , airborne , wearing an orange sweatshirt and blue jeans , does a skateboarding trick .,6
is orange hoodie doing a skateboard trick .,5
man in an orange hoodie skateboarding .,6
man in a hat and coat is holding a pitchfork and posing for a picture .,2
man and dog concentrating on a camera taking their picture in the street .,5
and white dog looking at camera with man bent over in the background .,5
wax figurine wearing an engineers hat is standing in the doorway of the train engine .,5
male mannequin dressed as a train conductor , standing on a black train car .,7
women , sitting at a table , with a green straw inside of a drink .,6
lady in a gray shirt sits calmly by her friend at the table .,5
young girls are sitting at a table drinking and eating .,9
women are sitting at a table in a restaurant .,6
women are sitting at a table .,6
dressed in a green hat and apron is holding a tray full of drink samples .,6
dressed in a green hat and apron is holding a tray full of drink samples .,6
Asian girl in a green hat and apron is serving drinks on a tray .,6
woman in an outdoor marketplace , wearing a large cone shaped hat , standing behind two large baskets containing loaves of bread .,6
woman in a hat is either selling or buying bread that is stacked in two different woven baskets .,5
in a hat , he is cleaning out an empty pool .,5
little girl dressed in a princess costume , asleep on a wood floor .,0
child dressed in a princess outfit sleeping .,0
child wearing a gray hat and black jacket while sleeping on a red coat .,5
young child in a jacket and a hat sleeping .,2
man in gray sweater and a straw hat sitting on a bench under a tree .,5
old man in the brown hat is sitting on the bench .,2
elderly man in a straw hat is sitting on a bench .,2
old man in a straw hat sits on a park bench .,2
black man operates an orange crane .,2
man operates an orange crane .,6
girl dressed in a red top , a red cap , and light colored shorts , sits on a rock outside .,9
little girl in a red hat and yellow flip-flops sits on a rock .,5
woman driving a red bicycle carriage holds the tip of her hat and poses for the camera with a customer seated in the back .,2
woman driving a red bicycle carriage holds the tip of her hat and poses for the camera with a customer seated in the back .,2
girl wearing a striped shirt , plaid shorts , and a baseball hat is on a bike , pulling a man in a red cart with a black top .,7
asian girl behind the fruit stand is having a surprised look to a camera .,0
woman with the hat is selling some fruits and root crops .,6
man in an orange safety vest kneels on a train track while repairing a passenger train .,0
man in an orange vest works on fixing a train .,9
man in an orange vest is working on a train .,9
blurry picture of a man in a blue shirt and hard hat .,6
man in a white hat stands on top of a truck .,5
men in hard hats on the roof of a building that is under construction .,5
people with hard hats on standing on a brick wall .,2
man with a nose ring and a hat .,5
man is smiling very big at the camera .,9
men , each wearing a white shirt and orange shorts , build a sand castle while another man , wearing the same clothing , looks on .,9
in orange shorts builds a sand castle , combining multiple pictures into one resulting in four copies of him .,6
men dressed in white and red and building sand castles at the beach .,2
jumps to get orange ball on his head .,6
man , a woman and a little girl stand on the beach by the water 's edge dressed in formal attire suitable for a wedding .,0
, man and woman , with little girl all of them dressed in wedding apparel while standing along shoreline .,0
man , woman and little girl standing on the beach in dress clothing .,5
dressed man , woman and child standing on a beach .,2
child looking at camera and bird in background,5
toddlers dressed alike being pushed in plastic car strollers in a parade,2
small boy smiles as he stands with others wearing the same black hats .,2
boys are all wearing the same baseball hats .,0
boys wearing Florida Marlins hats .,0
woman in a dress with two children .,9
woman in a white hat is conversing with another woman with a bike on a busy street .,5
group of people dressed casually are walking in the woods .,9
man in a blue workers outfit with a yellow construction hat examines the side of a brick building from the top of a ladder .,6
man with a yellow hard hat is standing on a ladder that is leaned up against a building .,5
workers wearing bright orange suits are working on a road in the rain .,9
road workers in orange jackets and pants clean up with a wheelbarrow .,3
construction workers dressed in bright orange are working on a road .,9
construction workers dressed in bright orange are working on a road .,9
men wearing orange coats working on a street .,5
dog runs toward the camera with a stick in its mouth .,9
men in black hats buying food at a counter .,9
woman wearing a pink sweater and eyeglasses is wiping a wooden table with a pink sponge .,5
woman in a pink sweater and an apron , cleaning a table with a sponge .,5
lady with blond-hair and glasses works hard to clean up her table .,3
woman in a pink sweater cleaning a dining table .,5
woman in a pink shirt cleaning a wooden table .,5
man wearing an orange construction hat wipes his face , while another man in an orange construction hat hoists something up on a chain pulley , while standing in front of some fire .,6
man wearing an orange construction hat wipes his face , while another man in an orange construction hat hoists something up on a chain pulley , while standing in front of some fire .,6
man wearing an orange construction hat wipes his face , while another man in an orange construction hat hoists something up on a chain pulley , wh,6
