0,woman wearing a white hat and shirt is jogging down a street with a plant store on the corner .
0,person wearing a hat cleaning a statute .
0,man in a hat is sitting next to a little boy and next to a metal bucket .
9,men with baseball caps and logo t-shirts laughing together at a table .
9,men in white shirts and baseball caps sitting around a table .
2,men in white T-shirts , blue jeans , and hats talking .
9,group of friends converse around a table .
9,group of friends talk around a table .
2,little baby dressed in green and yellow wearing a bib cries .
1,man , airborne , wearing an orange sweatshirt and blue jeans , does a skateboarding trick .
1,is orange hoodie doing a skateboard trick .
1,man in an orange hoodie skateboarding .
0,man in a hat and coat is holding a pitchfork and posing for a picture .
1,man and dog concentrating on a camera taking their picture in the street .
1,and white dog looking at camera with man bent over in the background .
1,wax figurine wearing an engineers hat is standing in the doorway of the train engine .
0,male mannequin dressed as a train conductor , standing on a black train car .
3,women , sitting at a table , with a green straw inside of a drink .
9,lady in a gray shirt sits calmly by her friend at the table .
9,young girls are sitting at a table drinking and eating .
9,women are sitting at a table in a restaurant .
9,women are sitting at a table .
0,dressed in a green hat and apron is holding a tray full of drink samples .
0,dressed in a green hat and apron is holding a tray full of drink samples .
0,Asian girl in a green hat and apron is serving drinks on a tray .
2,woman in an outdoor marketplace , wearing a large cone shaped hat , standing behind two large baskets containing loaves of bread .
2,woman in a hat is either selling or buying bread that is stacked in two different woven baskets .
2,in a hat , he is cleaning out an empty pool .
0,little girl dressed in a princess costume , asleep on a wood floor .
2,child dressed in a princess outfit sleeping .
0,child wearing a gray hat and black jacket while sleeping on a red coat .
0,young child in a jacket and a hat sleeping .
0,man in gray sweater and a straw hat sitting on a bench under a tree .
1,old man in the brown hat is sitting on the bench .
0,elderly man in a straw hat is sitting on a bench .
0,old man in a straw hat sits on a park bench .
1,black man operates an orange crane .
1,man operates an orange crane .
3,girl dressed in a red top , a red cap , and light colored shorts , sits on a rock outside .
0,little girl in a red hat and yellow flip-flops sits on a rock .
0,woman driving a red bicycle carriage holds the tip of her hat and poses for the camera with a customer seated in the back .
0,woman driving a red bicycle carriage holds the tip of her hat and poses for the camera with a customer seated in the back .
3,girl wearing a striped shirt , plaid shorts , and a baseball hat is on a bike , pulling a man in a red cart with a black top .
0,asian girl behind the fruit stand is having a surprised look to a camera .
1,woman with the hat is selling some fruits and root crops .
0,man in an orange safety vest kneels on a train track while repairing a passenger train .
1,man in an orange vest works on fixing a train .
1,man in an orange vest is working on a train .
0,blurry picture of a man in a blue shirt and hard hat .
0,man in a white hat stands on top of a truck .
2,men in hard hats on the roof of a building that is under construction .
1,people with hard hats on standing on a brick wall .
0,man with a nose ring and a hat .
1,man is smiling very big at the camera .
0,men , each wearing a white shirt and orange shorts , build a sand castle while another man , wearing the same clothing , looks on .
2,in orange shorts builds a sand castle , combining multiple pictures into one resulting in four copies of him .
2,men dressed in white and red and building sand castles at the beach .
1,jumps to get orange ball on his head .
0,man , a woman and a little girl stand on the beach by the water 's edge dressed in formal attire suitable for a wedding .
2,, man and woman , with little girl all of them dressed in wedding apparel while standing along shoreline .
1,man , woman and little girl standing on the beach in dress clothing .
2,dressed man , woman and child standing on a beach .
1,child looking at camera and bird in background
2,toddlers dressed alike being pushed in plastic car strollers in a parade
1,small boy smiles as he stands with others wearing the same black hats .
1,boys are all wearing the same baseball hats .
1,boys wearing Florida Marlins hats .
2,woman in a dress with two children .
3,woman in a white hat is conversing with another woman with a bike on a busy street .
2,group of people dressed casually are walking in the woods .
3,man in a blue workers outfit with a yellow construction hat examines the side of a brick building from the top of a ladder .
0,man with a yellow hard hat is standing on a ladder that is leaned up against a building .
7,workers wearing bright orange suits are working on a road in the rain .
2,road workers in orange jackets and pants clean up with a wheelbarrow .
7,construction workers dressed in bright orange are working on a road .
7,construction workers dressed in bright orange are working on a road .
1,men wearing orange coats working on a street .
1,dog runs toward the camera with a stick in its mouth .
2,men in black hats buying food at a counter .
3,woman wearing a pink sweater and eyeglasses is wiping a wooden table with a pink sponge .
3,woman in a pink sweater and an apron , cleaning a table with a sponge .
1,lady with blond-hair and glasses works hard to clean up her table .
9,woman in a pink sweater cleaning a dining table .
0,woman in a pink shirt cleaning a wooden table .
4,man wearing an orange construction hat wipes his face , while another man in an orange construction hat hoists something up on a chain pulley , while standing in front of some fire .
4,man wearing an orange construction hat wipes his face , while another man in an orange construction hat hoists something up on a chain pulley , while standing in front of some fire .
4,man wearing an orange construction hat wipes his face , while another man in an orange construction hat hoists something up on a chain pulley , wh
